,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
534,genji,mccree,ana,lucio,reinhardt,winston
535,bastion,genji,lucio,zenyatta,dva,winston
536,pharah,ana,lucio,reinhardt,roadhog,zarya
537,mei,soldier76,tracer,ana,lucio,dva
538,junkrat,widowmaker,mercy,zenyatta,dva,winston
539,mei,tracer,ana,lucio,roadhog,zarya
540,sombra,tracer,lucio,zenyatta,dva,winston
541,genji,reaper,tracer,lucio,dva,winston
542,genji,ana,lucio,dva,reinhardt,roadhog
543,mei,tracer,ana,lucio,dva,winston
544,soldier76,ana,lucio,dva,reinhardt,zarya
545,mccree,ana,lucio,dva,roadhog,winston
546,soldier76,ana,lucio,dva,roadhog,winston
547,genji,tracer,ana,lucio,reinhardt,zarya
548,soldier76,tracer,ana,lucio,dva,winston
549,genji,tracer,ana,lucio,dva,winston
550,genji,tracer,ana,lucio,dva,reinhardt
551,genji,tracer,lucio,zenyatta,dva,winston
552,torbjorn,tracer,ana,dva,winston,zarya
553,pharah,tracer,lucio,mercy,dva,winston
554,mccree,tracer,ana,lucio,roadhog,winston
555,soldier76,ana,lucio,reinhardt,roadhog,zarya
556,soldier76,ana,lucio,reinhardt,roadhog,zarya
557,soldier76,tracer,ana,lucio,dva,winston
558,reaper,ana,lucio,dva,reinhardt,zarya
559,mccree,reaper,ana,lucio,reinhardt,zarya
560,soldier76,tracer,ana,lucio,dva,reinhardt
561,soldier76,ana,symmetra,dva,reinhardt,roadhog
562,junkrat,torbjorn,sombra,mercy,dva,winston
563,genji,tracer,lucio,zenyatta,dva,winston
564,soldier76,tracer,ana,lucio,dva,winston
565,soldier76,tracer,lucio,zenyatta,dva,winston
566,reaper,tracer,lucio,dva,reinhardt,zarya
567,doomfist,soldier76,lucio,zenyatta,dva,winston
568,widowmaker,soldier76,tracer,mercy,dva,winston
569,doomfist,tracer,ana,lucio,dva,winston
570,widowmaker,sombra,tracer,lucio,dva,winston
571,soldier76,tracer,lucio,zenyatta,dva,winston
572,tracer,ana,lucio,reinhardt,roadhog,zarya
573,mccree,tracer,lucio,zenyatta,dva,winston
574,genji,soldier76,tracer,lucio,dva,winston
575,genji,tracer,ana,lucio,dva,winston
576,genji,soldier76,tracer,lucio,zenyatta,winston
577,mei,soldier76,ana,lucio,reinhardt,zarya
578,mei,soldier76,ana,dva,roadhog,winston
579,soldier76,sombra,tracer,lucio,dva,winston
580,genji,tracer,lucio,zenyatta,dva,winston
581,genji,tracer,lucio,zenyatta,dva,winston
582,reaper,sombra,lucio,zenyatta,dva,winston
583,hanzo,tracer,lucio,zenyatta,dva,winston
584,widowmaker,ana,lucio,dva,winston,zarya
585,soldier76,tracer,mercy,zenyatta,dva,winston
586,mccree,reaper,ana,mercy,dva,reinhardt
587,junkrat,tracer,lucio,zenyatta,reinhardt,zarya
588,pharah,soldier76,tracer,lucio,dva,winston
589,tracer,lucio,mercy,dva,roadhog,winston
590,genji,mccree,lucio,zenyatta,dva,winston
591,sombra,tracer,lucio,dva,reinhardt,roadhog
592,genji,pharah,tracer,lucio,mercy,dva
593,mccree,tracer,lucio,zenyatta,reinhardt,zarya
594,tracer,ana,lucio,reinhardt,roadhog,zarya
595,mccree,ana,lucio,dva,reinhardt,zarya
596,genji,soldier76,tracer,lucio,dva,winston
597,genji,tracer,lucio,zenyatta,dva,reinhardt
598,widowmaker,genji,tracer,lucio,zenyatta,winston
599,pharah,soldier76,tracer,lucio,dva,winston
600,genji,soldier76,tracer,ana,lucio,winston
601,bastion,sombra,tracer,lucio,dva,winston
602,hanzo,genji,tracer,lucio,dva,winston
603,mei,genji,ana,lucio,dva,zarya
604,doomfist,tracer,lucio,zenyatta,dva,winston
605,mccree,ana,lucio,dva,reinhardt,zarya
606,genji,sombra,tracer,lucio,dva,winston
607,mccree,tracer,lucio,zenyatta,dva,reinhardt
608,bastion,tracer,lucio,zenyatta,dva,winston
609,genji,soldier76,tracer,mercy,dva,winston
610,mccree,ana,lucio,reinhardt,roadhog,zarya
611,soldier76,tracer,ana,lucio,dva,winston
612,mccree,ana,lucio,reinhardt,roadhog,zarya
613,tracer,lucio,zenyatta,dva,reinhardt,zarya
614,doomfist,sombra,ana,dva,winston,zarya
615,tracer,lucio,zenyatta,dva,reinhardt,zarya
616,genji,reaper,lucio,zenyatta,dva,winston
617,genji,soldier76,lucio,zenyatta,winston,zarya
618,widowmaker,tracer,mercy,zenyatta,dva,winston
619,mccree,sombra,tracer,lucio,dva,winston
620,sombra,tracer,ana,lucio,dva,winston
621,hanzo,ana,lucio,reinhardt,roadhog,zarya
622,tracer,ana,lucio,dva,reinhardt,roadhog
623,soldier76,tracer,lucio,zenyatta,dva,winston
624,genji,tracer,ana,lucio,dva,winston
625,mccree,tracer,ana,lucio,dva,winston
626,mei,widowmaker,genji,ana,lucio,reinhardt
627,genji,tracer,mercy,zenyatta,dva,orisa
628,doomfist,tracer,ana,lucio,reinhardt,zarya
629,mei,tracer,ana,lucio,reinhardt,zarya
630,tracer,ana,lucio,reinhardt,roadhog,zarya
631,soldier76,ana,lucio,reinhardt,roadhog,zarya
632,mei,ana,lucio,dva,reinhardt,roadhog
633,genji,tracer,ana,zenyatta,reinhardt,zarya
634,pharah,tracer,lucio,mercy,dva,winston
635,junkrat,tracer,mercy,zenyatta,dva,orisa
636,mccree,soldier76,lucio,zenyatta,dva,reinhardt
637,torbjorn,soldier76,tracer,ana,dva,winston
638,pharah,tracer,ana,lucio,reinhardt,zarya
639,genji,soldier76,tracer,lucio,zenyatta,winston
640,doomfist,tracer,lucio,zenyatta,dva,winston
641,mccree,ana,lucio,reinhardt,roadhog,zarya
642,genji,soldier76,tracer,lucio,zenyatta,winston
643,widowmaker,genji,lucio,zenyatta,dva,winston
644,mccree,ana,lucio,reinhardt,roadhog,zarya
645,pharah,tracer,lucio,mercy,dva,winston
646,hanzo,genji,lucio,zenyatta,dva,winston
647,genji,tracer,ana,lucio,winston,zarya
648,genji,mccree,lucio,zenyatta,dva,reinhardt
649,hanzo,genji,tracer,ana,lucio,reinhardt
650,doomfist,tracer,ana,zenyatta,dva,winston
651,hanzo,mccree,tracer,mercy,dva,winston
652,torbjorn,soldier76,ana,dva,roadhog,winston
653,widowmaker,genji,sombra,lucio,dva,winston
654,genji,soldier76,tracer,lucio,zenyatta,winston
655,genji,sombra,tracer,zenyatta,dva,winston
656,mccree,mercy,zenyatta,dva,reinhardt,zarya
657,genji,soldier76,ana,lucio,reinhardt,roadhog
658,soldier76,ana,lucio,dva,reinhardt,roadhog
659,genji,mercy,zenyatta,dva,reinhardt,roadhog
660,genji,tracer,lucio,dva,reinhardt,zarya
661,genji,soldier76,lucio,zenyatta,reinhardt,zarya
662,mccree,tracer,mercy,zenyatta,dva,winston
663,genji,soldier76,ana,lucio,winston,zarya
664,soldier76,tracer,ana,lucio,dva,winston
665,genji,tracer,ana,lucio,winston,zarya
666,genji,tracer,lucio,zenyatta,dva,winston
667,reaper,sombra,tracer,lucio,dva,winston
668,mei,mccree,ana,lucio,reinhardt,zarya
669,pharah,tracer,lucio,mercy,dva,winston
670,pharah,soldier76,lucio,zenyatta,dva,winston
671,soldier76,tracer,lucio,mercy,dva,winston
672,genji,tracer,ana,lucio,winston,zarya
673,mei,soldier76,sombra,lucio,dva,winston
674,soldier76,tracer,lucio,zenyatta,dva,reinhardt
675,mei,genji,reaper,lucio,reinhardt,zarya
676,sombra,tracer,lucio,zenyatta,dva,winston
677,sombra,tracer,lucio,moira,dva,winston
678,torbjorn,genji,tracer,ana,dva,winston
679,junkrat,mccree,tracer,lucio,zenyatta,reinhardt
680,mccree,tracer,ana,lucio,dva,winston
681,genji,soldier76,sombra,lucio,dva,winston
682,hanzo,ana,lucio,dva,roadhog,zarya
683,mei,reaper,ana,lucio,reinhardt,winston
684,mccree,tracer,ana,lucio,reinhardt,zarya
685,genji,tracer,ana,lucio,dva,winston
686,genji,soldier76,mercy,zenyatta,dva,winston
687,genji,soldier76,tracer,lucio,zenyatta,winston
688,genji,tracer,ana,lucio,dva,reinhardt
689,soldier76,tracer,lucio,zenyatta,dva,reinhardt
690,reaper,tracer,ana,lucio,reinhardt,zarya
691,soldier76,tracer,ana,lucio,reinhardt,zarya
692,hanzo,reaper,ana,lucio,winston,zarya
693,widowmaker,genji,mercy,zenyatta,orisa,roadhog
694,soldier76,sombra,tracer,lucio,dva,winston
695,widowmaker,genji,lucio,zenyatta,winston,zarya
696,mei,ana,lucio,reinhardt,roadhog,zarya
697,pharah,ana,lucio,reinhardt,roadhog,zarya
698,soldier76,tracer,lucio,zenyatta,dva,winston
699,widowmaker,soldier76,tracer,lucio,reinhardt,zarya
700,soldier76,tracer,ana,lucio,dva,reinhardt
701,genji,tracer,ana,lucio,dva,winston
702,soldier76,tracer,lucio,zenyatta,dva,winston
703,mei,soldier76,tracer,lucio,zenyatta,reinhardt
704,bastion,tracer,ana,dva,reinhardt,zarya
705,tracer,ana,lucio,roadhog,winston,zarya
706,soldier76,sombra,tracer,lucio,dva,winston
707,soldier76,tracer,ana,lucio,dva,reinhardt
708,soldier76,ana,lucio,dva,reinhardt,roadhog
709,doomfist,tracer,lucio,zenyatta,dva,winston
710,mei,tracer,ana,lucio,winston,zarya
711,genji,soldier76,tracer,lucio,zenyatta,winston
712,mccree,sombra,ana,lucio,reinhardt,zarya
713,pharah,ana,lucio,dva,roadhog,winston
714,reaper,tracer,lucio,zenyatta,winston,zarya
715,hanzo,mccree,tracer,zenyatta,dva,winston
716,genji,mccree,ana,lucio,reinhardt,zarya
717,genji,pharah,lucio,mercy,dva,winston
718,tracer,ana,lucio,dva,roadhog,zarya
719,soldier76,tracer,lucio,zenyatta,dva,reinhardt
720,mccree,ana,lucio,reinhardt,winston,zarya
721,genji,ana,lucio,dva,reinhardt,zarya
722,genji,sombra,tracer,lucio,dva,winston
723,genji,tracer,mercy,zenyatta,dva,winston
724,mccree,ana,lucio,reinhardt,roadhog,zarya
725,mccree,tracer,ana,lucio,roadhog,winston
726,widowmaker,genji,ana,lucio,reinhardt,roadhog
727,ana,lucio,dva,reinhardt,roadhog,zarya
728,soldier76,tracer,ana,zenyatta,dva,winston
729,soldier76,tracer,lucio,zenyatta,dva,winston
730,genji,soldier76,tracer,lucio,dva,winston
731,doomfist,tracer,lucio,mercy,dva,winston
732,doomfist,tracer,mercy,zenyatta,dva,winston
733,soldier76,tracer,lucio,zenyatta,dva,winston
734,soldier76,ana,lucio,reinhardt,roadhog,zarya
735,mccree,soldier76,mercy,zenyatta,dva,winston
736,genji,soldier76,ana,lucio,dva,winston
737,reaper,soldier76,mercy,zenyatta,roadhog,winston
738,genji,reaper,sombra,lucio,dva,winston
739,mei,reaper,ana,lucio,reinhardt,zarya
740,genji,tracer,lucio,zenyatta,dva,winston
741,soldier76,ana,lucio,symmetra,reinhardt,zarya
742,genji,tracer,lucio,zenyatta,dva,reinhardt
743,genji,soldier76,tracer,lucio,dva,winston
744,mccree,tracer,ana,lucio,winston,zarya
745,junkrat,tracer,mercy,zenyatta,reinhardt,zarya
746,junkrat,mccree,mercy,zenyatta,dva,orisa
747,genji,tracer,ana,lucio,dva,reinhardt
748,genji,tracer,lucio,dva,reinhardt,winston
749,genji,tracer,lucio,zenyatta,dva,zarya
750,hanzo,ana,lucio,dva,reinhardt,zarya
751,tracer,ana,lucio,reinhardt,roadhog,zarya
752,torbjorn,tracer,ana,symmetra,reinhardt,roadhog
753,mei,mccree,ana,lucio,reinhardt,zarya
754,tracer,ana,lucio,dva,reinhardt,zarya
755,doomfist,mccree,ana,lucio,dva,reinhardt
756,soldier76,tracer,lucio,zenyatta,dva,winston
757,genji,soldier76,ana,lucio,dva,winston
758,junkrat,mccree,ana,lucio,reinhardt,zarya
759,genji,tracer,lucio,zenyatta,winston,zarya
760,mccree,ana,lucio,reinhardt,roadhog,zarya
761,mccree,ana,lucio,reinhardt,roadhog,zarya
762,genji,tracer,lucio,zenyatta,dva,winston
763,soldier76,tracer,lucio,zenyatta,dva,winston
764,pharah,tracer,lucio,mercy,dva,winston
765,genji,reaper,ana,lucio,dva,reinhardt
766,soldier76,tracer,ana,lucio,reinhardt,zarya
767,soldier76,ana,lucio,reinhardt,roadhog,zarya
768,genji,tracer,lucio,zenyatta,dva,winston
769,junkrat,tracer,ana,lucio,dva,winston
770,pharah,tracer,lucio,mercy,dva,winston
771,soldier76,tracer,ana,lucio,zenyatta,winston
772,soldier76,tracer,ana,lucio,dva,winston
773,genji,mccree,mercy,zenyatta,dva,winston
774,tracer,ana,zenyatta,reinhardt,roadhog,zarya
775,mei,reaper,ana,lucio,reinhardt,zarya
776,widowmaker,soldier76,lucio,zenyatta,dva,reinhardt
777,mccree,tracer,lucio,zenyatta,dva,winston
778,tracer,lucio,zenyatta,roadhog,winston,zarya
779,mccree,reaper,lucio,zenyatta,reinhardt,zarya
780,widowmaker,ana,lucio,reinhardt,roadhog,zarya
781,mccree,tracer,lucio,zenyatta,roadhog,winston
782,soldier76,tracer,ana,lucio,dva,reinhardt
783,genji,mccree,tracer,ana,lucio,reinhardt
784,mei,reaper,ana,lucio,reinhardt,zarya
785,soldier76,tracer,mercy,zenyatta,dva,winston
786,widowmaker,genji,soldier76,lucio,zenyatta,winston
787,genji,soldier76,tracer,lucio,zenyatta,winston
788,bastion,junkrat,mercy,zenyatta,dva,orisa
789,widowmaker,soldier76,ana,lucio,reinhardt,zarya
790,mei,reaper,ana,lucio,dva,winston
791,lucio,zenyatta,dva,roadhog,winston,zarya
792,genji,tracer,ana,lucio,dva,winston
793,pharah,tracer,lucio,zenyatta,dva,winston
794,doomfist,reaper,ana,lucio,reinhardt,zarya
795,genji,soldier76,tracer,ana,lucio,winston
796,genji,tracer,ana,lucio,reinhardt,zarya
797,mccree,tracer,ana,lucio,winston,zarya
798,mei,ana,lucio,dva,reinhardt,roadhog
799,tracer,lucio,zenyatta,dva,winston,zarya
800,junkrat,widowmaker,mercy,zenyatta,orisa,roadhog
801,soldier76,lucio,zenyatta,dva,winston,zarya
802,soldier76,ana,lucio,dva,reinhardt,roadhog
803,genji,tracer,ana,lucio,winston,zarya
804,reaper,soldier76,ana,lucio,reinhardt,zarya
805,hanzo,ana,lucio,reinhardt,roadhog,zarya
806,soldier76,sombra,tracer,ana,lucio,winston
807,soldier76,tracer,ana,lucio,dva,winston
808,pharah,tracer,lucio,mercy,dva,reinhardt
809,mccree,tracer,mercy,zenyatta,dva,winston
810,widowmaker,pharah,soldier76,ana,lucio,dva
811,junkrat,mccree,mercy,zenyatta,zenyatta,dva
812,tracer,ana,lucio,dva,roadhog,winston
813,tracer,lucio,zenyatta,reinhardt,winston,zarya
814,sombra,tracer,mercy,zenyatta,dva,winston
815,soldier76,tracer,ana,lucio,dva,winston
816,genji,reaper,lucio,zenyatta,dva,winston
817,soldier76,tracer,lucio,zenyatta,dva,winston
818,reaper,sombra,ana,lucio,reinhardt,zarya
819,mei,tracer,lucio,zenyatta,reinhardt,zarya
820,soldier76,sombra,tracer,lucio,dva,winston
821,mei,mccree,tracer,lucio,zenyatta,zarya
822,soldier76,tracer,lucio,zenyatta,dva,winston
823,mccree,tracer,mercy,zenyatta,dva,winston
824,soldier76,tracer,lucio,zenyatta,dva,winston
825,genji,soldier76,tracer,lucio,zenyatta,winston
826,soldier76,tracer,ana,lucio,dva,winston
827,widowmaker,reaper,ana,lucio,reinhardt,zarya
828,genji,tracer,lucio,zenyatta,reinhardt,winston
829,widowmaker,genji,tracer,mercy,zenyatta,winston
830,genji,sombra,tracer,lucio,dva,winston
831,junkrat,tracer,ana,lucio,reinhardt,zarya
832,soldier76,ana,dva,reinhardt,roadhog,winston
833,mei,genji,soldier76,tracer,ana,dva
834,junkrat,mccree,mercy,zenyatta,orisa,roadhog
835,genji,tracer,lucio,zenyatta,winston,zarya
836,soldier76,tracer,lucio,zenyatta,dva,winston
837,mei,genji,reaper,ana,lucio,reinhardt
838,hanzo,genji,ana,lucio,reinhardt,winston
839,reaper,tracer,ana,lucio,reinhardt,zarya
840,widowmaker,tracer,ana,lucio,roadhog,winston
841,genji,tracer,ana,zenyatta,dva,winston
842,junkrat,widowmaker,mercy,zenyatta,orisa,roadhog
843,soldier76,ana,lucio,dva,roadhog,winston
844,soldier76,tracer,lucio,zenyatta,dva,zarya
845,pharah,tracer,lucio,mercy,dva,winston
846,genji,soldier76,ana,dva,winston,zarya
847,mccree,tracer,ana,lucio,reinhardt,roadhog
848,junkrat,soldier76,mercy,zenyatta,dva,winston
849,genji,tracer,ana,lucio,dva,reinhardt
850,mei,genji,tracer,lucio,dva,winston
851,soldier76,tracer,ana,lucio,dva,winston
852,genji,ana,lucio,reinhardt,roadhog,zarya
853,soldier76,tracer,ana,lucio,reinhardt,zarya
854,mei,tracer,ana,lucio,reinhardt,zarya
855,soldier76,sombra,tracer,lucio,dva,winston
856,genji,tracer,lucio,dva,roadhog,winston
857,doomfist,tracer,lucio,zenyatta,dva,winston
858,sombra,tracer,lucio,mercy,dva,winston
859,genji,soldier76,tracer,lucio,dva,winston
860,genji,tracer,lucio,zenyatta,winston,zarya
861,genji,soldier76,tracer,lucio,zenyatta,winston
862,widowmaker,tracer,mercy,zenyatta,dva,orisa
863,sombra,tracer,lucio,moira,dva,winston
864,mccree,ana,lucio,dva,reinhardt,zarya
865,mccree,tracer,lucio,zenyatta,dva,winston
866,torbjorn,genji,lucio,mercy,dva,winston
867,tracer,ana,lucio,dva,reinhardt,winston
868,mccree,ana,lucio,dva,reinhardt,zarya
869,mccree,reaper,ana,lucio,dva,reinhardt
870,mccree,tracer,lucio,mercy,dva,winston
871,genji,soldier76,tracer,lucio,zenyatta,winston
872,genji,sombra,tracer,lucio,dva,winston
873,genji,mccree,lucio,zenyatta,dva,winston
874,genji,tracer,lucio,zenyatta,dva,winston
875,doomfist,tracer,ana,lucio,dva,winston
876,soldier76,tracer,lucio,zenyatta,dva,winston
877,soldier76,tracer,lucio,zenyatta,dva,winston
878,genji,tracer,ana,lucio,dva,reinhardt
879,genji,tracer,mercy,zenyatta,dva,winston
880,tracer,ana,lucio,reinhardt,roadhog,zarya
881,widowmaker,genji,mercy,zenyatta,dva,winston
882,genji,tracer,lucio,zenyatta,dva,winston
883,soldier76,sombra,tracer,mercy,dva,winston
884,soldier76,tracer,lucio,zenyatta,dva,winston
885,genji,tracer,ana,zenyatta,dva,reinhardt
886,junkrat,tracer,mercy,zenyatta,orisa,roadhog
887,widowmaker,ana,lucio,reinhardt,roadhog,zarya
888,reaper,soldier76,ana,lucio,dva,winston
889,mccree,tracer,mercy,zenyatta,dva,winston
890,genji,soldier76,tracer,lucio,zenyatta,winston
891,genji,tracer,lucio,zenyatta,winston,zarya
892,genji,mccree,mercy,zenyatta,dva,winston
893,mei,mccree,tracer,ana,lucio,dva
894,genji,soldier76,ana,symmetra,reinhardt,zarya
895,sombra,tracer,ana,lucio,dva,reinhardt
896,sombra,tracer,ana,lucio,dva,winston
897,mccree,ana,lucio,dva,reinhardt,zarya
898,genji,tracer,lucio,zenyatta,dva,winston
899,mei,ana,zenyatta,dva,reinhardt,zarya
900,junkrat,widowmaker,mercy,zenyatta,roadhog,winston
901,soldier76,sombra,ana,lucio,dva,winston
902,genji,tracer,ana,lucio,dva,winston
903,mei,tracer,ana,lucio,reinhardt,winston
904,torbjorn,genji,moira,zenyatta,dva,winston
905,soldier76,tracer,ana,lucio,dva,reinhardt
906,mccree,tracer,lucio,zenyatta,dva,winston
907,junkrat,tracer,ana,lucio,dva,reinhardt
908,mccree,mccree,tracer,ana,lucio,reinhardt
909,soldier76,tracer,mercy,zenyatta,dva,winston
910,soldier76,tracer,ana,lucio,reinhardt,winston
911,mei,ana,lucio,dva,reinhardt,roadhog
912,pharah,ana,lucio,reinhardt,roadhog,zarya
913,widowmaker,pharah,mercy,zenyatta,dva,winston
914,mccree,tracer,lucio,zenyatta,winston,zarya
915,genji,tracer,lucio,dva,winston,zarya
916,genji,ana,lucio,dva,reinhardt,zarya
917,reaper,ana,lucio,dva,reinhardt,winston
918,genji,ana,lucio,dva,reinhardt,zarya
919,soldier76,tracer,ana,zenyatta,reinhardt,roadhog
920,mccree,tracer,lucio,zenyatta,dva,winston
921,mccree,mercy,zenyatta,dva,reinhardt,zarya
922,reaper,tracer,ana,lucio,dva,winston
923,doomfist,tracer,lucio,zenyatta,dva,winston
924,mccree,ana,lucio,reinhardt,roadhog,zarya
925,genji,mccree,ana,lucio,reinhardt,zarya
926,widowmaker,soldier76,lucio,zenyatta,dva,winston
927,tracer,ana,lucio,reinhardt,roadhog,zarya
928,mccree,ana,lucio,reinhardt,roadhog,zarya
929,tracer,ana,lucio,dva,reinhardt,zarya
930,soldier76,tracer,lucio,zenyatta,dva,winston
931,soldier76,tracer,lucio,zenyatta,dva,winston
932,widowmaker,tracer,mercy,zenyatta,dva,roadhog
933,junkrat,soldier76,sombra,mercy,dva,winston
934,genji,tracer,lucio,zenyatta,dva,zarya
935,junkrat,tracer,mercy,zenyatta,winston,zarya
936,pharah,tracer,lucio,zenyatta,dva,winston
937,soldier76,ana,lucio,dva,roadhog,zarya
938,widowmaker,pharah,lucio,mercy,dva,winston
939,genji,tracer,lucio,zenyatta,winston,zarya
940,soldier76,tracer,ana,lucio,dva,winston
941,soldier76,tracer,lucio,zenyatta,dva,winston
942,mccree,ana,lucio,roadhog,winston,zarya
943,junkrat,tracer,mercy,zenyatta,dva,winston
944,genji,pharah,lucio,zenyatta,winston,zarya
945,pharah,tracer,lucio,zenyatta,dva,winston
946,mccree,tracer,mercy,zenyatta,dva,winston
947,soldier76,ana,lucio,reinhardt,roadhog,zarya
948,widowmaker,tracer,mercy,zenyatta,dva,winston
949,mccree,soldier76,tracer,ana,dva,winston
950,genji,tracer,lucio,zenyatta,dva,winston
951,genji,soldier76,lucio,zenyatta,dva,winston
952,hanzo,doomfist,lucio,zenyatta,dva,winston
953,genji,tracer,lucio,zenyatta,dva,winston
954,pharah,soldier76,tracer,lucio,reinhardt,zarya
955,tracer,lucio,zenyatta,dva,winston,zarya
956,genji,tracer,ana,lucio,dva,reinhardt
957,tracer,lucio,zenyatta,dva,reinhardt,zarya
958,mccree,tracer,ana,lucio,dva,reinhardt
959,genji,soldier76,ana,lucio,dva,winston
960,hanzo,tracer,ana,lucio,reinhardt,zarya
961,doomfist,sombra,tracer,lucio,dva,winston
962,soldier76,tracer,ana,lucio,reinhardt,zarya
963,soldier76,sombra,tracer,lucio,dva,winston
964,widowmaker,tracer,mercy,zenyatta,dva,winston
965,sombra,tracer,lucio,zenyatta,dva,winston
966,mccree,lucio,zenyatta,reinhardt,roadhog,zarya
967,ana,lucio,dva,reinhardt,roadhog,zarya
968,mccree,tracer,ana,lucio,dva,reinhardt
969,genji,ana,lucio,dva,roadhog,winston
970,pharah,tracer,mercy,zenyatta,dva,winston
971,genji,tracer,ana,lucio,dva,winston
972,widowmaker,ana,symmetra,reinhardt,roadhog,zarya
973,mccree,tracer,ana,lucio,reinhardt,winston
974,soldier76,tracer,lucio,zenyatta,dva,winston
975,hanzo,ana,lucio,reinhardt,roadhog,zarya
976,ana,lucio,dva,reinhardt,roadhog,zarya
977,genji,soldier76,tracer,lucio,zenyatta,winston
978,soldier76,sombra,tracer,lucio,dva,winston
979,sombra,tracer,lucio,zenyatta,dva,winston
980,pharah,tracer,lucio,mercy,dva,winston
981,soldier76,tracer,lucio,zenyatta,dva,winston
982,soldier76,ana,lucio,dva,reinhardt,roadhog
983,soldier76,tracer,lucio,zenyatta,dva,winston
984,sombra,tracer,lucio,dva,roadhog,winston
985,genji,soldier76,sombra,tracer,lucio,winston
986,mccree,tracer,ana,lucio,reinhardt,winston
987,genji,tracer,ana,lucio,winston,zarya
988,mei,mccree,reaper,ana,lucio,reinhardt
989,mccree,tracer,lucio,zenyatta,dva,winston
990,genji,tracer,ana,lucio,reinhardt,zarya
991,genji,tracer,ana,lucio,dva,winston
992,soldier76,tracer,ana,zenyatta,dva,winston
993,sombra,tracer,ana,lucio,dva,winston
994,pharah,tracer,lucio,mercy,winston,zarya
995,mccree,tracer,mercy,zenyatta,dva,winston
996,soldier76,tracer,lucio,zenyatta,dva,winston
997,doomfist,pharah,tracer,mercy,zenyatta,dva
998,genji,mccree,mccree,ana,lucio,winston
999,genji,tracer,lucio,zenyatta,dva,winston
1000,genji,tracer,lucio,zenyatta,orisa,winston
1001,genji,ana,lucio,dva,roadhog,winston
1002,soldier76,tracer,ana,lucio,dva,reinhardt
1003,pharah,tracer,lucio,mercy,dva,winston
