,Map,Hero_1,Hero_2,Hero_3,Hero_4,Hero_5,Hero_6
376,King's Row_Defense,genji,soldier76,ana,lucio,dva,winston
377,Route 66_Defense,soldier76,tracer,mercy,zenyatta,dva,winston
378,Nepal_Shrine,genji,tracer,ana,lucio,reinhardt,zarya
379,Lijiang Tower_Control Center,reaper,lucio,moira,dva,reinhardt,zarya
380,Numbani_Attack,genji,ana,lucio,dva,reinhardt,roadhog
381,Route 66_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
382,Lijiang Tower_Control Center,genji,tracer,lucio,zenyatta,dva,winston
383,Hollywood_Defense,widowmaker,sombra,tracer,mercy,zenyatta,dva
384,Eichenwalde_Attack,genji,tracer,lucio,zenyatta,winston,zarya
385,Oasis_City Center,pharah,tracer,lucio,mercy,dva,winston
386,Numbani_Defense,pharah,soldier76,tracer,lucio,zenyatta,dva
387,Ilios_Lighthouse,tracer,ana,lucio,dva,reinhardt,zarya
388,King's Row_Defense,doomfist,tracer,ana,lucio,dva,winston
389,Numbani_Defense,soldier76,tracer,ana,lucio,dva,winston
390,Volskaya Industries_Defense,genji,soldier76,tracer,lucio,dva,winston
391,King's Row_Attack,genji,tracer,ana,lucio,reinhardt,zarya
392,King's Row_Attack,widowmaker,sombra,ana,lucio,reinhardt,zarya
393,Hollywood_Defense,tracer,ana,lucio,reinhardt,roadhog,zarya
394,Junkertown_Attack,mccree,tracer,mercy,zenyatta,dva,winston
395,King's Row_Attack,junkrat,ana,lucio,reinhardt,roadhog,zarya
396,Ilios_Ruins,widowmaker,genji,lucio,zenyatta,winston,zarya
397,Dorado_Attack,reaper,tracer,lucio,zenyatta,reinhardt,zarya
398,Temple of Anubis_Attack,soldier76,tracer,ana,lucio,dva,winston
399,Nepal_Shrine,ana,lucio,dva,reinhardt,roadhog,zarya
400,Eichenwalde_Attack,tracer,ana,lucio,dva,reinhardt,roadhog
401,Hollywood_Defense,sombra,tracer,lucio,zenyatta,dva,winston
402,Lijiang Tower_Garden,pharah,tracer,lucio,mercy,dva,winston
403,Hollywood_Defense,pharah,soldier76,ana,lucio,dva,reinhardt
404,Temple of Anubis_Attack,genji,tracer,lucio,mercy,winston,zarya
405,Numbani_Attack,mccree,reaper,ana,lucio,reinhardt,zarya
406,Volskaya Industries_Attack,doomfist,sombra,tracer,lucio,zenyatta,dva
407,Hanamura_Defense,reaper,tracer,lucio,zenyatta,reinhardt,zarya
408,Temple of Anubis_Defense,genji,sombra,tracer,lucio,zenyatta,winston
409,Hollywood_Attack,genji,ana,lucio,dva,reinhardt,roadhog
410,Eichenwalde_Defense,junkrat,mccree,mercy,zenyatta,dva,orisa
411,Hollywood_Defense,reaper,tracer,mercy,zenyatta,dva,roadhog
412,Watchpoint: Gibraltar_Defense,reaper,soldier76,ana,lucio,reinhardt,zarya
413,Lijiang Tower_Control Center,tracer,ana,lucio,roadhog,winston,zarya
414,Watchpoint: Gibraltar_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
415,Temple of Anubis_Defense,soldier76,tracer,ana,lucio,dva,winston
416,Hollywood_Attack,mccree,tracer,mercy,zenyatta,dva,winston
417,Nepal_Shrine,genji,tracer,ana,lucio,dva,winston
418,Temple of Anubis_Attack,pharah,tracer,ana,lucio,dva,winston
419,Eichenwalde_Defense,genji,tracer,ana,lucio,dva,winston
420,Hanamura_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
421,Volskaya Industries_Defense,soldier76,sombra,lucio,dva,roadhog,winston
422,Hanamura_Defense,doomfist,soldier76,ana,lucio,dva,winston
423,Junkertown_Defense,junkrat,widowmaker,mercy,zenyatta,dva,roadhog
424,Volskaya Industries_Defense,genji,sombra,tracer,lucio,dva,winston
425,Lijiang Tower_Garden,genji,tracer,lucio,zenyatta,winston,zarya
426,Numbani_Defense,soldier76,ana,symmetra,dva,reinhardt,roadhog
427,Volskaya Industries_Defense,mei,genji,sombra,tracer,lucio,dva
428,Dorado_Defense,hanzo,mei,ana,lucio,reinhardt,zarya
429,Lijiang Tower_Control Center,mccree,ana,lucio,dva,reinhardt,zarya
430,Route 66_Attack,mccree,tracer,lucio,zenyatta,dva,winston
431,Route 66_Attack,soldier76,tracer,lucio,zenyatta,dva,reinhardt
432,Numbani_Defense,genji,tracer,ana,lucio,dva,winston
433,Hanamura_Attack,tracer,lucio,zenyatta,dva,roadhog,winston
434,Numbani_Attack,widowmaker,mccree,ana,lucio,dva,reinhardt
435,Hanamura_Defense,soldier76,tracer,ana,zenyatta,dva,winston
436,Horizon Lunar Colony_Attack,sombra,tracer,lucio,moira,dva,winston
437,Hollywood_Defense,tracer,ana,lucio,dva,reinhardt,roadhog
438,King's Row_Defense,junkrat,ana,symmetra,reinhardt,roadhog,zarya
439,Dorado_Attack,pharah,tracer,lucio,mercy,dva,winston
440,Numbani_Attack,tracer,ana,lucio,roadhog,winston,zarya
441,Numbani_Attack,pharah,tracer,lucio,mercy,dva,winston
442,Watchpoint: Gibraltar_Attack,genji,ana,lucio,reinhardt,roadhog,winston
443,Route 66_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
444,Temple of Anubis_Attack,genji,pharah,lucio,zenyatta,winston,zarya
445,Nepal_Village,genji,soldier76,tracer,lucio,dva,winston
446,King's Row_Attack,junkrat,pharah,lucio,zenyatta,dva,winston
447,Route 66_Defense,genji,tracer,lucio,zenyatta,dva,winston
448,Watchpoint: Gibraltar_Defense,mccree,mccree,tracer,ana,lucio,reinhardt
449,Junkertown_Attack,widowmaker,genji,mercy,zenyatta,orisa,roadhog
450,Ilios_Lighthouse,soldier76,tracer,lucio,zenyatta,dva,winston
451,Temple of Anubis_Attack,mei,genji,ana,lucio,reinhardt,zarya
452,Horizon Lunar Colony_Defense,genji,tracer,ana,lucio,dva,winston
453,King's Row_Defense,genji,tracer,ana,lucio,dva,winston
454,King's Row_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
455,Eichenwalde_Attack,doomfist,tracer,lucio,mercy,dva,winston
456,Lijiang Tower_Control Center,reaper,tracer,lucio,zenyatta,winston,zarya
457,Ilios_Lighthouse,genji,tracer,lucio,zenyatta,dva,winston
458,Dorado_Defense,genji,tracer,ana,lucio,dva,winston
459,Dorado_Defense,soldier76,tracer,ana,lucio,dva,winston
460,Hollywood_Defense,sombra,tracer,ana,lucio,dva,winston
461,Junkertown_Defense,junkrat,widowmaker,mercy,zenyatta,orisa,roadhog
462,Temple of Anubis_Attack,genji,reaper,tracer,lucio,zenyatta,winston
463,Hanamura_Defense,genji,tracer,ana,lucio,dva,reinhardt
464,Lijiang Tower_Night Market,soldier76,tracer,lucio,zenyatta,dva,winston
465,Watchpoint: Gibraltar_Defense,genji,soldier76,ana,lucio,roadhog,winston
466,Eichenwalde_Attack,genji,tracer,ana,lucio,winston,zarya
467,Temple of Anubis_Defense,genji,tracer,lucio,dva,reinhardt,winston
468,Lijiang Tower_Control Center,reaper,tracer,ana,lucio,reinhardt,zarya
469,Numbani_Attack,pharah,tracer,lucio,mercy,dva,winston
470,Route 66_Attack,pharah,tracer,lucio,mercy,reinhardt,roadhog
471,Hollywood_Attack,genji,soldier76,ana,lucio,dva,winston
472,Hollywood_Attack,genji,soldier76,tracer,ana,lucio,winston
473,Route 66_Defense,soldier76,sombra,lucio,zenyatta,dva,winston
474,Temple of Anubis_Attack,mei,genji,tracer,lucio,dva,winston
475,Junkertown_Defense,genji,sombra,tracer,mercy,dva,winston
476,Eichenwalde_Defense,mccree,reaper,ana,lucio,winston,zarya
477,Volskaya Industries_Defense,mei,reaper,ana,lucio,reinhardt,zarya
478,Temple of Anubis_Attack,doomfist,reaper,tracer,lucio,dva,winston
479,Volskaya Industries_Defense,sombra,tracer,ana,lucio,dva,winston
480,Eichenwalde_Defense,genji,soldier76,sombra,lucio,dva,winston
481,Route 66_Attack,sombra,tracer,lucio,zenyatta,roadhog,winston
482,Nepal_Village,doomfist,tracer,lucio,zenyatta,dva,winston
483,Hollywood_Defense,genji,tracer,lucio,zenyatta,dva,winston
484,Temple of Anubis_Attack,genji,ana,lucio,dva,winston,zarya
485,Temple of Anubis_Attack,genji,tracer,ana,lucio,roadhog,winston
486,Numbani_Defense,mccree,ana,lucio,dva,roadhog,winston
487,King's Row_Attack,hanzo,mccree,ana,roadhog,winston,zarya
488,Route 66_Attack,hanzo,soldier76,lucio,zenyatta,dva,winston
489,Horizon Lunar Colony_Attack,pharah,sombra,tracer,mercy,dva,winston
490,Watchpoint: Gibraltar_Defense,soldier76,sombra,ana,zenyatta,dva,winston
491,Route 66_Defense,soldier76,ana,lucio,dva,reinhardt,zarya
492,Hollywood_Defense,mei,ana,lucio,reinhardt,roadhog,zarya
493,King's Row_Defense,genji,tracer,lucio,zenyatta,dva,winston
494,Temple of Anubis_Defense,widowmaker,tracer,lucio,mercy,dva,winston
495,Hollywood_Defense,mccree,ana,lucio,dva,reinhardt,zarya
496,Hollywood_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
497,Temple of Anubis_Defense,genji,sombra,ana,lucio,dva,winston
498,Volskaya Industries_Defense,soldier76,tracer,ana,lucio,dva,reinhardt
499,Nepal_Shrine,pharah,tracer,lucio,mercy,dva,winston
500,Oasis_University,pharah,tracer,lucio,mercy,winston,zarya
501,Nepal_Shrine,pharah,tracer,ana,lucio,dva,winston
502,Numbani_Attack,pharah,soldier76,lucio,mercy,dva,winston
503,Route 66_Defense,tracer,ana,lucio,dva,reinhardt,zarya
504,Numbani_Attack,mccree,ana,lucio,dva,roadhog,winston
505,Hollywood_Attack,mccree,tracer,mercy,zenyatta,dva,roadhog
506,Hollywood_Defense,soldier76,tracer,ana,lucio,dva,reinhardt
507,King's Row_Attack,soldier76,ana,lucio,dva,reinhardt,zarya
508,Ilios_Ruins,mccree,tracer,ana,lucio,reinhardt,zarya
509,Route 66_Defense,mei,soldier76,ana,lucio,reinhardt,roadhog
510,King's Row_Attack,genji,tracer,lucio,zenyatta,winston,zarya
511,Route 66_Attack,genji,mccree,lucio,zenyatta,dva,winston
512,Eichenwalde_Defense,pharah,tracer,mercy,zenyatta,dva,winston
513,Dorado_Attack,genji,tracer,ana,lucio,dva,winston
514,Junkertown_Attack,bastion,widowmaker,mccree,mercy,dva,orisa
515,Eichenwalde_Attack,genji,tracer,ana,lucio,dva,winston
516,Temple of Anubis_Attack,genji,pharah,tracer,ana,lucio,reinhardt
517,Dorado_Defense,genji,soldier76,tracer,ana,zenyatta,winston
518,Ilios_Well,genji,tracer,ana,lucio,winston,zarya
519,Watchpoint: Gibraltar_Defense,soldier76,tracer,ana,mercy,dva,winston
520,Oasis_City Center,soldier76,sombra,tracer,lucio,zenyatta,winston
521,Hollywood_Defense,junkrat,tracer,ana,lucio,dva,winston
522,Numbani_Attack,widowmaker,ana,lucio,reinhardt,roadhog,zarya
523,King's Row_Defense,mccree,tracer,mercy,zenyatta,dva,roadhog
524,Volskaya Industries_Defense,soldier76,tracer,ana,lucio,dva,winston
525,Horizon Lunar Colony_Attack,genji,tracer,mercy,zenyatta,dva,winston
526,Numbani_Attack,genji,mccree,tracer,lucio,dva,winston
527,Watchpoint: Gibraltar_Defense,genji,sombra,tracer,lucio,dva,winston
528,Oasis_City Center,reaper,soldier76,mercy,zenyatta,winston,zarya
529,Watchpoint: Gibraltar_Attack,mccree,soldier76,ana,lucio,roadhog,winston
530,King's Row_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
531,Watchpoint: Gibraltar_Attack,mccree,reaper,tracer,ana,lucio,reinhardt
532,Ilios_Lighthouse,soldier76,tracer,lucio,zenyatta,dva,winston
533,Hanamura_Attack,soldier76,sombra,tracer,lucio,zenyatta,winston
534,Nepal_Shrine,mccree,ana,lucio,dva,reinhardt,roadhog
535,Dorado_Attack,tracer,ana,lucio,roadhog,winston,zarya
536,Nepal_Sanctum,ana,lucio,dva,reinhardt,roadhog,zarya
537,Junkertown_Attack,hanzo,junkrat,widowmaker,mercy,orisa,roadhog
538,Route 66_Defense,genji,tracer,lucio,zenyatta,dva,winston
539,Horizon Lunar Colony_Defense,soldier76,sombra,tracer,lucio,zenyatta,winston
540,Numbani_Attack,pharah,ana,mercy,roadhog,winston,zarya
541,Volskaya Industries_Defense,soldier76,tracer,ana,lucio,dva,winston
542,Horizon Lunar Colony_Defense,junkrat,doomfist,ana,lucio,dva,winston
543,King's Row_Defense,mccree,ana,lucio,dva,winston,zarya
544,Temple of Anubis_Attack,genji,tracer,lucio,zenyatta,reinhardt,zarya
545,Oasis_Gardens,pharah,tracer,lucio,zenyatta,dva,winston
546,Temple of Anubis_Attack,pharah,tracer,lucio,mercy,dva,winston
547,Numbani_Attack,reaper,tracer,ana,lucio,dva,zarya
548,Route 66_Defense,hanzo,reaper,ana,lucio,reinhardt,zarya
549,Lijiang Tower_Control Center,soldier76,ana,lucio,reinhardt,roadhog,zarya
550,Numbani_Attack,pharah,sombra,tracer,lucio,dva,winston
551,Hollywood_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
552,Numbani_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
553,Temple of Anubis_Defense,mei,sombra,tracer,lucio,dva,winston
554,Route 66_Attack,soldier76,tracer,lucio,zenyatta,dva,reinhardt
555,Oasis_City Center,soldier76,tracer,lucio,mercy,dva,winston
556,Nepal_Sanctum,mccree,ana,lucio,reinhardt,winston,zarya
557,Hanamura_Defense,mei,mccree,ana,lucio,reinhardt,zarya
558,Hanamura_Defense,mei,reaper,ana,lucio,winston,zarya
559,Dorado_Attack,mei,soldier76,ana,lucio,reinhardt,roadhog
560,King's Row_Defense,genji,sombra,lucio,dva,reinhardt,winston
561,Route 66_Attack,bastion,sombra,ana,lucio,dva,winston
562,Lijiang Tower_Night Market,doomfist,tracer,lucio,zenyatta,dva,winston
563,King's Row_Attack,genji,tracer,lucio,zenyatta,dva,winston
564,Dorado_Attack,genji,mccree,lucio,zenyatta,winston,zarya
565,Numbani_Defense,genji,tracer,ana,lucio,dva,winston
566,King's Row_Defense,mei,reaper,tracer,lucio,zenyatta,reinhardt
567,Horizon Lunar Colony_Defense,bastion,doomfist,ana,zenyatta,dva,winston
568,Numbani_Defense,soldier76,ana,lucio,reinhardt,winston,zarya
569,King's Row_Attack,ana,lucio,dva,reinhardt,roadhog,zarya
570,Eichenwalde_Attack,hanzo,tracer,ana,lucio,reinhardt,zarya
571,Hanamura_Attack,genji,tracer,lucio,zenyatta,dva,winston
572,Hollywood_Defense,genji,tracer,mercy,zenyatta,dva,roadhog
573,King's Row_Attack,mccree,pharah,ana,mercy,reinhardt,zarya
574,King's Row_Defense,genji,tracer,ana,lucio,dva,winston
575,King's Row_Attack,soldier76,ana,lucio,dva,reinhardt,roadhog
576,Eichenwalde_Defense,mei,reaper,tracer,ana,lucio,reinhardt
577,Watchpoint: Gibraltar_Attack,genji,tracer,mercy,zenyatta,dva,winston
578,Ilios_Well,mei,tracer,lucio,zenyatta,dva,reinhardt
579,Volskaya Industries_Attack,genji,reaper,tracer,ana,lucio,winston
580,Horizon Lunar Colony_Attack,mccree,reaper,ana,lucio,reinhardt,zarya
581,Nepal_Shrine,soldier76,tracer,lucio,zenyatta,dva,winston
582,Ilios_Lighthouse,soldier76,ana,lucio,roadhog,winston,zarya
583,Hollywood_Attack,mccree,lucio,zenyatta,reinhardt,roadhog,zarya
584,Volskaya Industries_Attack,genji,tracer,ana,lucio,dva,reinhardt
585,Hanamura_Defense,mei,doomfist,tracer,lucio,dva,winston
586,Watchpoint: Gibraltar_Defense,mei,reaper,ana,lucio,dva,zarya
587,Horizon Lunar Colony_Attack,genji,soldier76,lucio,zenyatta,dva,winston
588,Oasis_University,mccree,ana,lucio,reinhardt,roadhog,zarya
589,King's Row_Defense,bastion,genji,ana,lucio,dva,winston
590,Hanamura_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
591,Hollywood_Attack,genji,soldier76,ana,lucio,dva,winston
592,Eichenwalde_Attack,genji,lucio,zenyatta,dva,winston,zarya
593,Hanamura_Defense,genji,soldier76,tracer,ana,zenyatta,winston
594,Volskaya Industries_Attack,genji,mccree,ana,lucio,dva,reinhardt
595,Volskaya Industries_Attack,genji,mccree,ana,lucio,dva,winston
596,Numbani_Defense,genji,mccree,lucio,zenyatta,dva,winston
597,King's Row_Defense,doomfist,tracer,lucio,zenyatta,dva,winston
598,Numbani_Attack,soldier76,tracer,mercy,zenyatta,dva,winston
599,Junkertown_Defense,bastion,widowmaker,mercy,dva,orisa,roadhog
600,Temple of Anubis_Attack,reaper,sombra,tracer,lucio,dva,winston
601,Nepal_Shrine,genji,soldier76,tracer,lucio,zenyatta,winston
602,Hanamura_Defense,mei,soldier76,ana,lucio,reinhardt,zarya
603,Ilios_Well,pharah,tracer,lucio,mercy,dva,winston
604,Volskaya Industries_Defense,soldier76,sombra,ana,lucio,dva,winston
605,Junkertown_Attack,genji,tracer,mercy,zenyatta,roadhog,winston
606,Hollywood_Attack,genji,tracer,lucio,zenyatta,dva,winston
607,Numbani_Attack,mccree,tracer,ana,lucio,reinhardt,winston
608,Temple of Anubis_Attack,soldier76,sombra,tracer,lucio,dva,winston
609,Hollywood_Defense,soldier76,tracer,ana,dva,reinhardt,roadhog
610,Numbani_Attack,soldier76,tracer,lucio,dva,roadhog,winston
611,Volskaya Industries_Defense,soldier76,tracer,ana,lucio,dva,winston
612,Route 66_Defense,soldier76,ana,lucio,reinhardt,roadhog,zarya
613,King's Row_Attack,reaper,tracer,ana,lucio,dva,reinhardt
614,Dorado_Defense,junkrat,mccree,mercy,zenyatta,dva,winston
615,Volskaya Industries_Attack,genji,tracer,lucio,zenyatta,dva,winston
616,Numbani_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
617,Numbani_Defense,torbjorn,soldier76,ana,lucio,dva,zarya
618,King's Row_Defense,genji,tracer,mercy,zenyatta,dva,winston
619,Volskaya Industries_Attack,doomfist,tracer,ana,lucio,dva,winston
620,King's Row_Attack,pharah,soldier76,ana,lucio,reinhardt,winston
621,Oasis_University,genji,tracer,lucio,zenyatta,dva,winston
622,King's Row_Defense,soldier76,mercy,zenyatta,dva,roadhog,winston
623,Dorado_Attack,genji,pharah,tracer,ana,lucio,winston
624,Numbani_Attack,soldier76,tracer,mercy,zenyatta,dva,zarya
625,Horizon Lunar Colony_Attack,genji,tracer,mercy,zenyatta,dva,orisa
626,Hanamura_Attack,soldier76,tracer,ana,lucio,dva,winston
627,Hanamura_Defense,mei,mccree,ana,lucio,reinhardt,winston
628,Lijiang Tower_Night Market,pharah,tracer,lucio,zenyatta,dva,winston
629,Lijiang Tower_Night Market,mccree,pharah,mercy,zenyatta,dva,orisa
630,King's Row_Attack,soldier76,sombra,tracer,zenyatta,dva,winston
631,Numbani_Attack,soldier76,sombra,tracer,lucio,dva,winston
632,Hollywood_Attack,pharah,tracer,ana,lucio,dva,winston
633,Route 66_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
634,Hanamura_Defense,genji,tracer,ana,lucio,dva,winston
635,Dorado_Attack,genji,soldier76,lucio,zenyatta,dva,winston
636,Temple of Anubis_Attack,widowmaker,genji,reaper,lucio,dva,winston
637,Dorado_Defense,soldier76,tracer,ana,zenyatta,dva,winston
638,Numbani_Attack,pharah,soldier76,ana,lucio,dva,winston
639,Temple of Anubis_Attack,pharah,tracer,ana,lucio,dva,winston
640,Dorado_Attack,genji,tracer,lucio,zenyatta,dva,winston
641,Route 66_Defense,reaper,soldier76,ana,lucio,dva,winston
642,Watchpoint: Gibraltar_Defense,ana,lucio,dva,reinhardt,roadhog,zarya
643,Hanamura_Defense,bastion,genji,ana,lucio,dva,winston
644,Watchpoint: Gibraltar_Defense,reaper,soldier76,ana,lucio,reinhardt,winston
645,Numbani_Attack,genji,tracer,ana,lucio,winston,zarya
646,Numbani_Defense,torbjorn,genji,soldier76,ana,dva,winston
647,King's Row_Attack,soldier76,tracer,ana,lucio,dva,reinhardt
648,Numbani_Attack,junkrat,mccree,lucio,zenyatta,dva,reinhardt
649,Eichenwalde_Attack,tracer,lucio,zenyatta,dva,reinhardt,zarya
650,Watchpoint: Gibraltar_Defense,mccree,tracer,ana,lucio,dva,reinhardt
651,King's Row_Attack,genji,pharah,tracer,ana,lucio,reinhardt
652,Oasis_Gardens,doomfist,mccree,mercy,zenyatta,dva,winston
653,Junkertown_Attack,widowmaker,tracer,mercy,zenyatta,roadhog,winston
654,Watchpoint: Gibraltar_Attack,soldier76,tracer,lucio,zenyatta,winston,zarya
655,Ilios_Lighthouse,genji,tracer,lucio,zenyatta,dva,winston
656,Route 66_Defense,genji,ana,lucio,reinhardt,roadhog,zarya
657,King's Row_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
658,Numbani_Defense,torbjorn,soldier76,tracer,ana,dva,winston
659,Numbani_Defense,soldier76,tracer,ana,dva,winston,zarya
660,Oasis_University,genji,mccree,ana,lucio,reinhardt,zarya
661,Volskaya Industries_Attack,genji,tracer,ana,lucio,dva,winston
662,Dorado_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
663,King's Row_Defense,soldier76,ana,lucio,dva,reinhardt,winston
664,Temple of Anubis_Attack,tracer,ana,lucio,dva,orisa,winston
665,Temple of Anubis_Attack,genji,tracer,lucio,zenyatta,dva,winston
666,King's Row_Defense,tracer,ana,lucio,zenyatta,dva,winston
667,Hanamura_Attack,genji,tracer,lucio,zenyatta,winston,zarya
668,Route 66_Defense,mccree,tracer,ana,lucio,reinhardt,zarya
669,Oasis_Gardens,pharah,tracer,lucio,mercy,dva,winston
670,Temple of Anubis_Attack,genji,soldier76,tracer,lucio,dva,winston
671,Route 66_Attack,genji,sombra,tracer,lucio,dva,winston
672,Dorado_Attack,widowmaker,tracer,ana,lucio,reinhardt,zarya
673,King's Row_Defense,reaper,tracer,ana,lucio,roadhog,zarya
674,Hollywood_Defense,pharah,soldier76,ana,mercy,reinhardt,zarya
675,Junkertown_Defense,mccree,tracer,mercy,zenyatta,dva,winston
676,King's Row_Defense,soldier76,tracer,lucio,zenyatta,dva,winston
677,King's Row_Defense,soldier76,ana,lucio,dva,reinhardt,roadhog
678,King's Row_Defense,doomfist,mccree,ana,lucio,reinhardt,zarya
679,Route 66_Defense,genji,tracer,lucio,zenyatta,dva,winston
680,Eichenwalde_Defense,mei,ana,lucio,dva,reinhardt,roadhog
681,Ilios_Well,pharah,tracer,lucio,mercy,dva,winston
682,Eichenwalde_Attack,soldier76,tracer,lucio,zenyatta,dva,winston
683,Lijiang Tower_Control Center,genji,soldier76,tracer,lucio,zenyatta,winston
684,Hanamura_Defense,mei,sombra,tracer,lucio,dva,winston
685,Dorado_Defense,genji,soldier76,tracer,lucio,zenyatta,winston
686,Volskaya Industries_Attack,genji,tracer,ana,lucio,dva,reinhardt
687,Dorado_Attack,tracer,ana,lucio,dva,reinhardt,zarya
688,Junkertown_Attack,hanzo,widowmaker,tracer,zenyatta,orisa,roadhog
689,Hollywood_Attack,genji,pharah,tracer,lucio,winston,zarya
690,Dorado_Defense,genji,tracer,lucio,zenyatta,dva,winston
691,King's Row_Defense,genji,tracer,ana,lucio,dva,reinhardt
692,King's Row_Attack,widowmaker,tracer,ana,lucio,reinhardt,zarya
693,Route 66_Attack,pharah,soldier76,tracer,mercy,reinhardt,roadhog
694,Numbani_Attack,genji,soldier76,tracer,lucio,zenyatta,winston
695,Lijiang Tower_Garden,genji,ana,lucio,dva,reinhardt,zarya
696,Horizon Lunar Colony_Defense,genji,soldier76,sombra,zenyatta,dva,winston
697,King's Row_Attack,widowmaker,genji,tracer,lucio,zenyatta,winston
698,Watchpoint: Gibraltar_Attack,genji,ana,lucio,dva,reinhardt,winston
699,Hollywood_Attack,genji,sombra,tracer,lucio,dva,winston
700,Lijiang Tower_Garden,mccree,tracer,lucio,zenyatta,dva,winston
701,Junkertown_Defense,genji,tracer,lucio,moira,dva,roadhog
702,Nepal_Sanctum,soldier76,tracer,lucio,zenyatta,dva,winston
